Sampling Distrbution Example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Probability Mass Function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sampling Distribution,,,,,,,,,,,,,Central Limit Theorem
,248,5,9,5,21,19,10,9,9,8,20,9,18,7,15,12,15,16,5,14,5,15,10,19,16,18,11,17,21,9,5,20,12,21,7,7,14,17,18,12,6,,248,17,6,21,18,20,20,5,15,15,11,20,14,20,8,18,13,21,20,12,18,12,15,15,10,11,13,15,21,10,12,12,9,14,8,15,9,8,21,15,5,14,22.86923077,4.782178454,,,,,,,,,,,
,249,6,9,12,15,21,11,17,18,20,14,18,12,7,14,16,14,14,11,14,10,10,19,11,20,10,6,19,12,6,9,15,15,14,14,20,18,13,8,16,13,,249,19,7,9,13,19,15,19,16,17,5,9,13,21,20,6,16,14,6,9,10,11,10,15,9,16,6,12,13,15,21,17,12,5,5,6,12,14,15,6,6,12,24.33269231,4.932817887,,,,,,,,,,,
,250,21,21,11,16,17,21,8,20,19,21,6,6,6,8,7,8,16,17,7,8,10,7,13,14,10,16,16,18,19,16,7,9,12,6,12,19,14,13,16,18,,250,19,11,20,7,7,18,14,19,11,11,9,15,8,10,14,11,8,14,17,10,15,21,17,15,19,12,7,6,9,5,5,6,11,8,12,9,17,20,15,5,12,22.96858974,4.792555659,,,,,,,,,,,
,251,17,10,17,5,8,6,14,19,13,8,19,21,7,8,16,7,15,13,13,17,18,14,13,14,9,21,20,9,8,21,16,17,17,13,20,19,16,19,21,18,,251,10,11,13,21,15,9,15,18,16,15,20,14,20,21,10,6,14,7,8,12,10,8,10,12,5,16,20,15,8,8,10,21,5,6,16,15,20,18,5,10,13,25.3275641,5.032649809,,,,,,,,,,,
,252,16,13,12,21,15,17,21,9,14,12,15,6,9,11,9,14,10,12,11,8,6,15,11,7,11,14,18,7,15,12,9,13,20,19,9,5,18,7,13,19,,252,6,17,21,13,18,19,10,13,16,21,11,15,9,5,14,20,9,15,8,21,5,11,13,13,8,14,7,20,6,6,20,19,13,9,20,6,20,7,8,21,13,29.94294872,5.472015051,,,,,,,,,,,
,253,9,21,20,18,11,10,11,5,7,20,17,10,20,14,9,20,13,20,11,17,6,10,20,5,18,7,10,21,18,14,14,12,15,13,14,5,5,19,15,10,,253,12,18,7,11,20,21,17,10,19,18,7,8,7,13,21,14,11,6,15,19,15,20,5,11,15,10,21,9,16,21,12,14,19,8,9,16,20,10,6,11,14,25.48461538,5.048228935,,,,,,,,,,,
,254,15,13,15,5,13,16,19,15,5,20,14,8,8,8,13,11,9,16,13,13,14,21,21,19,7,10,10,6,9,5,10,19,20,18,7,5,20,11,11,8,,254,5,15,10,7,15,10,15,7,19,6,20,20,13,12,20,7,16,17,9,19,16,19,11,13,8,19,18,8,10,20,5,15,18,20,14,20,21,11,7,11,14,25.97692308,5.096756133,,,,,,,,,,,
,255,19,21,7,12,21,13,11,5,21,19,9,9,7,18,12,11,10,20,12,17,5,15,17,15,15,19,19,13,21,12,7,21,7,7,14,17,16,8,10,6,,255,20,17,20,15,5,12,13,11,7,21,10,5,20,17,20,11,19,5,7,19,7,11,18,20,6,6,11,18,15,11,11,21,13,9,6,11,12,16,8,7,13,28.33269231,5.32284626,,,,,,,,,,,
,256,18,13,14,9,11,17,6,17,12,16,9,13,20,19,17,21,15,14,21,13,16,18,21,10,20,9,5,13,6,21,11,16,21,16,10,6,6,21,9,11,,256,20,21,10,17,8,13,13,20,5,20,21,6,11,15,20,18,13,20,18,5,10,6,10,8,18,19,15,20,18,12,8,12,10,6,5,8,21,14,17,12,14,29.01987179,5.387009541,,,,,,,,,,,
,257,15,12,12,9,20,15,16,20,13,15,6,18,20,17,10,5,14,10,14,21,20,10,7,19,9,13,12,9,8,13,12,12,5,18,5,8,5,7,7,7,,257,6,10,16,8,19,19,7,7,6,19,17,17,17,18,9,8,10,20,18,10,15,18,17,12,10,18,8,16,17,16,7,11,15,14,13,17,12,21,5,6,13,23.15320513,4.811777751,,,,,,,,,,,
,258,12,13,19,15,16,8,17,11,19,14,21,7,11,21,5,21,17,10,20,19,19,5,9,8,18,10,14,13,8,14,15,6,20,8,14,20,20,19,16,15,,258,17,7,10,14,6,10,11,18,6,20,16,8,13,17,14,9,11,13,20,8,18,11,11,20,15,18,10,15,6,21,13,17,16,13,17,20,21,8,15,21,14,21.72051282,4.660527097,,,,,,,,,,,
,259,18,18,17,21,19,18,21,9,5,14,21,14,13,21,10,14,14,5,13,9,10,17,16,13,13,5,7,8,17,17,7,13,8,9,11,7,17,11,10,20,,259,14,20,12,13,17,20,14,21,7,11,16,16,16,7,5,16,11,19,13,14,18,6,7,16,19,11,15,16,5,17,14,20,10,21,12,19,14,14,6,7,14,22.46089744,4.739292926,,,,,,,,,,,
,260,20,15,12,21,19,8,20,6,15,21,7,6,10,21,8,18,17,19,13,11,15,14,6,9,16,17,18,16,15,11,20,17,15,11,12,7,14,14,16,17,,260,9,15,17,6,7,13,10,6,16,16,14,19,14,10,7,9,14,16,8,10,20,21,13,19,15,18,14,16,16,16,18,8,17,5,14,21,21,20,13,16,14,21.25064103,4.609841757,,,,,,,,,,,
,261,12,8,14,7,16,7,7,19,5,16,11,12,18,7,10,5,20,12,6,17,21,17,8,18,5,7,6,10,15,14,8,17,12,10,13,21,17,8,7,5,,261,18,21,12,18,6,18,13,19,11,15,15,20,12,14,16,7,13,14,14,5,19,17,9,8,12,18,14,9,5,13,11,8,5,20,5,14,14,20,12,5,13,23.61474359,4.859500344,,,,,,,,,,,
,262,6,9,12,8,17,21,19,18,21,14,8,8,18,5,13,17,7,13,6,8,5,13,18,13,9,19,6,20,7,9,13,11,7,20,13,12,14,18,9,21,,262,18,11,8,11,16,6,5,11,5,21,6,14,15,9,12,18,15,19,8,11,6,13,11,17,14,16,12,18,14,16,17,10,17,5,9,6,19,11,11,13,12,20.23333333,4.498147767,,,,,,,,,,,
,263,8,10,19,17,5,20,21,19,19,15,8,18,17,13,16,13,9,5,12,13,11,21,9,16,12,7,17,17,6,7,9,8,9,17,21,21,10,5,10,5,,263,18,17,18,19,18,8,6,13,20,8,10,6,18,11,21,16,12,7,9,13,14,15,18,5,19,18,17,14,17,5,8,9,14,11,8,12,8,20,12,20,13,23.90769231,4.889549295,,,,,,,,,,,
,264,17,18,20,17,15,12,15,17,17,16,9,19,19,8,11,10,17,8,16,12,6,6,17,7,16,13,16,10,8,14,10,10,8,18,16,16,14,18,10,18,,264,9,8,19,15,5,6,11,8,21,6,5,19,10,12,16,16,6,21,8,17,5,17,11,16,20,12,20,9,6,5,7,10,14,12,10,5,10,5,5,12,11,27.46089744,5.240314631,,,,,,,,,,,
,265,18,16,21,16,13,15,6,19,10,11,7,13,16,16,9,17,7,12,21,20,8,19,16,5,13,18,18,12,19,8,15,9,13,12,20,19,20,10,13,20,,265,16,8,18,17,19,14,7,5,12,16,15,10,13,15,7,10,5,7,18,10,17,13,7,18,9,10,12,18,13,12,13,6,16,16,7,9,18,19,20,5,13,21.28205128,4.613247368,,,,,,,,,,,
,266,20,19,12,17,17,9,17,13,19,15,13,20,9,15,12,6,8,10,6,20,21,13,10,17,16,20,18,15,14,18,18,5,11,12,16,9,11,15,20,16,,266,10,12,19,16,14,8,6,18,19,20,10,7,19,5,21,5,12,13,8,9,14,12,19,18,14,5,18,19,7,13,8,8,9,15,12,10,20,18,18,5,13,26.19935897,5.118530939,,,,,,,,,,,
,267,16,5,21,7,20,8,17,10,9,8,17,6,6,14,13,17,17,16,12,13,17,19,17,16,9,6,17,8,5,14,11,13,21,14,6,17,20,20,9,16,,267,12,9,12,13,12,14,9,11,14,11,8,12,12,16,11,20,15,8,6,21,18,18,8,8,17,10,13,20,7,21,6,21,10,14,19,15,13,11,6,5,13,21.15641026,4.599609794,,,,,,,,,,,
,268,5,10,13,9,11,19,10,16,14,7,20,7,7,17,12,9,21,9,17,20,16,18,10,18,11,16,21,18,13,19,19,20,18,19,15,15,8,8,18,11,,268,17,12,14,15,12,18,18,6,7,19,21,6,8,14,6,21,20,14,21,21,21,18,6,7,7,21,17,7,19,14,11,13,12,20,7,7,7,9,11,5,13,31.56346154,5.618136839,,,,,,,,,,,
,269,14,20,21,19,8,14,15,13,10,8,15,11,21,19,18,6,6,15,17,5,12,15,5,6,19,6,11,8,12,20,5,18,5,18,16,10,16,7,15,9,,269,7,12,19,19,7,9,8,20,6,16,10,6,5,12,10,14,8,8,17,7,9,6,9,13,12,13,7,11,9,13,9,7,10,14,12,15,16,19,17,9,11,17.62820513,4.198595614,,,,,,,,,,,
,270,13,17,10,14,15,7,10,13,19,18,5,11,11,13,9,5,13,18,13,18,8,10,6,8,7,20,12,19,9,11,11,19,11,9,13,13,18,14,21,21,,270,19,12,20,17,8,12,11,6,13,6,12,10,7,9,11,7,6,15,16,15,17,21,16,13,18,15,12,20,14,10,20,15,11,17,20,20,11,15,17,8,14,20.1,4.483302354,,,,,,,,,,,
,271,16,11,16,19,13,11,12,6,6,10,16,8,18,8,7,20,12,10,7,19,13,11,12,6,14,21,6,8,10,10,21,5,6,17,19,7,16,8,8,7,,271,10,20,16,10,20,19,10,7,12,8,13,15,17,13,6,18,16,14,9,13,8,13,12,15,15,21,18,18,20,8,12,13,11,6,20,18,15,17,20,12,14,18.86923077,4.343872785,,,,,,,,,,,
,272,11,14,14,7,18,20,11,7,7,18,6,8,6,9,9,18,8,15,18,8,5,17,20,18,12,7,5,6,18,7,15,5,6,9,16,18,5,12,10,15,,272,18,19,10,16,8,10,17,5,15,7,8,12,20,5,9,17,9,8,20,17,13,12,11,8,5,7,8,20,14,6,19,9,10,9,9,12,11,11,11,5,12,21.64102564,4.651991578,,,,,,,,,,,
,273,15,5,11,13,12,7,21,14,5,10,9,15,15,15,20,20,5,6,17,21,10,15,14,18,20,7,10,13,15,16,10,5,19,12,21,16,15,17,14,9,,273,10,11,14,5,11,6,20,8,5,12,12,18,15,21,20,10,12,10,5,14,10,7,6,8,16,7,6,6,15,8,11,7,10,6,13,7,12,20,11,12,11,20.63525641,4.542604584,,,,,,,,,,,
,274,5,5,13,15,11,5,5,11,21,15,19,20,10,17,11,11,5,19,19,11,5,10,19,8,14,14,21,7,16,7,7,15,13,10,20,13,12,6,15,13,,274,20,8,17,14,7,12,12,13,12,15,6,17,18,5,10,8,11,6,13,18,18,14,13,5,5,11,6,8,15,21,18,19,5,7,17,14,14,6,19,12,12,24.1275641,4.911981688,,,,,,,,,,,
,275,5,21,8,18,20,21,21,15,10,16,18,7,10,15,19,9,21,6,10,5,20,10,17,10,15,19,15,20,9,11,13,19,8,14,20,13,8,14,8,14,,275,7,5,19,21,12,21,15,16,16,14,17,18,16,11,14,18,12,16,13,10,7,19,13,14,9,15,21,9,10,21,15,19,15,11,17,6,6,13,7,21,14,21.97371795,4.687613246,,,,,,,,,,,
,276,5,20,13,17,8,8,15,6,8,14,17,15,6,11,9,18,21,15,14,11,7,11,20,11,9,19,5,16,13,17,11,7,7,5,16,18,16,17,19,5,,276,16,13,17,18,19,10,20,21,11,18,17,14,6,9,19,16,16,7,19,13,7,14,9,11,17,17,9,9,9,14,16,5,18,7,8,10,11,17,16,17,14,20.15384615,4.489303527,,,,,,,,,,,
,277,12,5,12,13,13,13,19,19,16,20,15,9,16,18,10,14,20,18,17,6,20,21,16,8,6,14,16,21,5,9,16,9,5,10,21,9,7,11,19,16,,277,13,21,11,20,15,20,11,17,13,17,14,14,21,13,5,6,12,16,6,10,13,18,11,11,5,20,11,9,9,11,19,11,8,12,7,18,16,10,18,13,13,20.7275641,4.552753464,,,,,,,,,,,
,278,16,13,14,15,5,21,15,11,15,5,21,8,10,14,6,8,6,20,11,19,19,14,11,11,9,8,10,15,16,7,19,11,11,7,11,14,7,20,11,19,,278,14,10,12,13,16,9,17,6,17,20,8,13,21,19,21,21,12,8,7,17,11,18,12,11,10,21,13,6,5,15,8,18,12,21,18,9,6,13,19,17,14,24.70769231,4.970683284,,,,,,,,,,,
,279,16,7,9,18,11,5,15,12,11,16,11,10,14,18,17,16,17,17,11,13,18,15,17,12,16,10,12,19,15,8,20,16,8,10,21,8,12,8,6,5,,279,14,13,8,12,19,5,8,14,16,19,7,13,15,6,11,18,13,20,13,6,19,17,6,9,7,8,18,16,12,5,5,9,20,19,16,20,21,8,20,13,13,26.97179487,5.193437674,,,,,,,,,,,
,280,10,18,16,11,14,14,21,17,11,9,10,11,20,18,20,21,18,14,10,18,16,6,14,18,21,12,20,20,13,12,13,11,16,13,13,15,7,19,14,11,,280,6,14,21,5,5,19,16,21,17,7,13,8,18,12,14,8,11,16,14,7,8,12,11,9,6,16,12,18,5,9,8,19,17,12,13,10,9,17,11,12,12,21.41282051,4.627398893,,,,,,,,,,,
,281,14,21,11,16,9,18,18,19,18,16,12,21,20,17,19,5,5,5,12,10,6,12,12,20,7,7,7,5,13,12,17,13,6,6,11,5,5,11,12,21,,281,12,12,20,10,14,7,14,5,17,21,7,9,18,5,17,7,19,7,15,12,7,7,15,19,17,18,10,16,5,10,21,15,16,18,13,6,6,5,17,10,12,26.51217949,5.148997911,,,,,,,,,,,
,282,7,17,20,16,20,21,9,18,20,16,19,11,13,19,15,17,10,16,20,19,18,13,19,8,6,13,21,20,19,21,9,6,14,14,6,21,19,17,15,11,,282,6,13,16,5,7,18,17,10,8,15,8,5,7,11,19,6,21,7,11,9,9,9,14,18,20,10,20,19,14,17,19,12,18,7,18,6,17,16,8,21,13,27.51217949,5.245205381,,,,,,,,,,,
,283,7,15,12,5,5,5,5,10,10,7,5,12,5,12,20,5,7,7,7,21,19,13,19,6,15,14,11,14,9,12,17,7,11,10,12,7,15,14,11,5,,283,17,10,15,9,10,8,16,13,9,18,20,19,21,13,8,6,8,12,19,8,17,9,20,10,21,15,15,19,8,9,16,12,18,5,5,18,12,10,8,17,13,23.50705128,4.848407087,,,,,,,,,,,
,284,5,11,20,10,13,7,15,16,6,13,15,8,21,19,20,9,16,19,15,8,8,9,17,5,20,21,18,5,12,14,7,12,19,9,6,18,7,15,11,12,,284,13,5,5,11,15,16,20,7,11,7,14,17,20,18,17,19,18,12,20,16,6,14,20,20,6,19,19,9,7,20,8,21,17,11,20,10,13,14,8,18,14,26.74294872,5.171358498,,,,,,,,,,,
,285,15,6,7,7,7,19,10,21,10,8,10,12,14,14,8,11,16,14,21,6,11,14,14,16,8,7,18,8,10,11,7,7,17,19,14,19,9,6,15,19,,285,19,5,17,21,19,16,17,8,13,14,19,17,18,21,14,8,6,14,6,11,8,14,5,9,6,5,5,11,14,9,9,18,15,12,19,20,11,20,19,11,13,27.30192308,5.225124216,,,,,,,,,,,
,286,14,9,5,16,21,5,8,10,10,17,5,5,6,18,10,15,15,10,14,11,6,5,6,21,21,8,20,14,14,21,19,13,21,18,10,16,14,11,18,17,,286,18,14,9,19,15,12,13,20,16,20,12,5,15,16,8,16,8,14,11,14,8,18,21,5,14,15,5,10,6,17,18,19,16,11,10,18,19,12,20,8,14,21.98397436,4.68870711,,,,,,,,,,,
,287,20,16,7,17,13,8,18,14,11,18,7,18,17,21,13,18,8,6,15,5,20,20,17,5,12,20,15,5,20,8,7,9,8,15,16,14,8,15,15,14,,287,18,18,10,6,20,6,14,7,7,13,6,7,9,13,10,17,16,11,17,21,15,21,13,7,9,12,14,5,15,5,11,10,21,11,21,18,14,9,5,20,13,26.76666667,5.173651193,,,,,,,,,,,
,288,12,9,16,11,18,17,10,11,19,16,16,19,13,18,20,18,11,10,9,21,20,20,10,17,21,21,6,19,5,9,13,9,8,13,21,20,14,8,11,20,,288,8,21,21,13,8,5,15,18,12,7,16,20,12,13,13,11,15,9,9,5,8,18,7,10,8,16,19,13,12,12,15,5,15,18,6,13,7,10,10,17,12,21.32051282,4.617414084,,,,,,,,,,,
,289,12,5,10,6,6,6,15,6,20,12,20,8,9,14,17,5,10,14,16,7,17,15,5,11,13,14,17,6,17,19,12,18,11,18,20,12,13,16,8,11,,289,8,10,15,9,5,13,16,21,15,8,7,18,11,12,7,13,13,20,14,21,10,14,10,20,7,9,14,14,6,20,12,20,15,6,10,18,6,12,9,19,13,22.84038462,4.779161497,,,,,,,,,,,
,290,18,7,9,20,9,9,20,17,12,12,10,9,6,16,9,15,18,14,9,13,12,15,8,8,16,10,16,9,6,15,16,15,5,19,6,17,5,18,16,16,,290,11,20,7,5,10,6,9,21,17,10,20,12,17,21,14,5,17,9,10,14,20,8,17,20,20,18,15,18,6,12,13,14,10,13,10,5,5,21,16,17,13,27.60961538,5.254485264,,,,,,,,,,,
,291,21,18,16,8,7,7,12,9,13,19,6,21,5,19,10,7,13,21,12,21,9,8,10,13,20,13,18,18,15,19,12,8,21,10,7,15,15,7,15,7,,291,14,11,13,10,15,10,11,8,17,10,17,18,5,14,5,18,8,13,6,14,16,14,13,15,7,5,13,6,11,10,11,6,15,18,20,10,14,14,21,17,12,18.73782051,4.328720424,,,,,,,,,,,
,292,21,19,12,17,5,18,17,6,21,18,20,8,19,5,18,16,10,6,12,17,16,16,15,13,13,20,19,6,18,17,17,18,9,19,18,17,6,10,15,6,,292,6,16,17,13,15,20,15,12,5,13,18,8,20,13,14,11,20,14,6,10,9,15,15,7,17,5,5,6,9,7,20,19,21,20,16,5,11,14,20,20,13,27.84038462,5.27639883,,,,,,,,,,,
,293,10,5,12,19,6,14,8,15,18,9,10,14,7,18,7,8,7,16,10,15,9,5,13,18,21,18,18,18,17,21,10,6,15,10,10,15,16,9,10,8,,293,16,18,15,15,15,13,11,16,21,11,13,19,19,8,12,8,11,21,11,16,14,9,9,21,17,21,19,11,12,21,14,12,18,9,18,17,18,14,14,6,15,17.27628205,4.156474714,,,,,,,,,,,
,294,7,7,16,12,21,20,20,20,7,8,20,7,17,16,11,14,10,13,13,20,13,16,18,11,9,6,19,19,6,18,5,15,5,20,16,12,21,14,12,19,,294,17,11,7,21,10,7,9,5,14,11,20,6,7,7,9,7,9,19,20,9,8,13,21,10,17,7,7,16,9,19,16,11,19,6,17,5,8,21,13,15,12,27.50705128,5.244716511,,,,,,,,,,,
,295,18,17,10,11,17,5,14,20,21,21,7,15,7,17,7,9,12,16,10,11,15,12,14,10,15,6,17,15,12,11,10,9,18,10,16,13,10,8,12,7,,295,9,16,18,11,9,17,6,6,12,16,20,13,11,11,7,11,11,17,21,7,6,13,20,9,7,14,17,7,15,5,11,9,14,16,5,17,21,11,18,6,12,23.37179487,4.834438424,,,,,,,,,,,
,296,20,5,7,6,15,9,21,13,15,19,12,21,15,12,14,9,18,20,10,15,11,6,18,13,17,20,18,19,9,6,15,11,6,18,20,21,7,19,12,11,,296,11,10,7,8,8,6,21,12,8,16,11,6,14,21,8,20,6,20,19,18,10,10,14,9,14,18,17,12,14,15,11,20,18,15,12,18,14,11,6,9,13,22.01987179,4.692533622,,,,,,,,,,,
,297,5,17,17,15,19,15,5,17,6,21,9,21,5,18,6,9,17,6,10,9,8,12,11,10,8,7,8,18,12,20,10,6,20,17,12,18,11,12,11,21,,297,10,8,5,6,5,9,5,9,14,16,20,9,5,12,6,7,20,21,14,9,19,6,11,7,18,18,14,17,20,13,9,9,6,7,14,6,21,5,13,6,11,28.74294872,5.361245072,,,,,,,,,,,
,298,7,18,19,19,18,7,20,16,14,17,13,16,12,15,9,19,15,17,11,9,21,5,21,12,11,20,9,8,11,16,17,8,14,21,17,16,7,15,7,7,,298,10,8,14,20,19,10,21,5,15,13,7,11,19,13,17,9,18,11,7,19,8,10,11,18,6,8,7,7,8,18,16,9,13,21,11,6,8,19,14,16,13,23.8974359,4.888500373,,,,,,,,,,,
,299,21,13,13,11,17,6,16,16,5,13,6,15,17,8,9,20,10,11,14,5,19,21,6,21,6,7,9,10,6,14,15,5,20,17,10,17,6,12,9,21,,299,18,12,5,19,17,21,8,16,13,13,15,13,15,10,8,8,20,18,20,5,9,11,9,12,21,10,15,18,8,7,6,9,19,14,9,12,12,8,19,8,13,23.01282051,4.797167968,,,,,,,,,,,
,300,11,14,7,14,21,5,17,16,15,19,6,16,9,15,13,18,6,5,17,10,7,7,10,11,15,12,12,10,18,5,8,12,6,12,17,10,13,8,17,18,,300,17,17,9,19,17,5,18,18,18,16,15,18,21,12,12,17,18,7,14,9,15,16,15,8,15,17,10,8,12,15,8,15,8,8,15,15,10,17,12,17,14,16.40448718,4.050245323,,,,,,,,,,,
,301,6,12,12,17,16,6,6,19,15,15,16,5,19,6,18,8,20,20,5,12,21,8,12,9,16,20,7,11,21,18,5,16,19,9,12,17,5,10,15,7,,301,7,20,6,18,21,16,11,7,10,18,6,17,17,19,14,9,20,19,14,10,20,9,11,14,20,15,13,15,12,13,5,12,8,16,7,18,13,7,15,9,13,22.46089744,4.739292926,,,,,,,,,,,
,302,16,19,21,18,11,13,11,15,11,12,20,18,19,11,6,14,15,6,6,8,15,20,15,7,11,18,20,21,20,12,19,21,17,9,20,12,9,20,6,21,,302,8,15,9,9,17,6,10,11,15,5,21,10,18,12,5,14,7,12,9,12,8,12,11,17,20,8,19,18,20,13,8,8,12,18,17,16,14,21,6,17,13,22.62564103,4.75664178,,,,,,,,,,,
,303,16,16,12,17,17,15,10,21,14,10,15,10,11,6,9,13,17,13,7,18,7,9,17,7,19,10,8,15,9,19,9,13,13,10,16,13,20,13,11,9,,303,7,9,21,6,21,18,12,16,12,14,5,19,18,19,9,16,21,21,13,19,16,12,14,17,17,11,13,14,14,20,11,13,16,16,20,12,16,10,15,15,15,17.85641026,4.22568459,,,,,,,,,,,
,304,8,7,13,11,20,18,18,17,20,20,18,8,19,5,20,12,19,5,11,17,12,15,10,17,9,12,15,8,12,17,11,10,13,6,16,9,7,19,17,5,,304,20,18,9,13,10,19,16,10,15,7,15,11,19,5,11,9,18,7,6,19,6,5,18,21,6,9,11,19,18,6,6,14,5,10,16,19,13,13,19,8,12,27.33269231,5.228067741,,,,,,,,,,,
,305,6,6,19,18,15,10,18,15,19,18,19,18,14,11,12,6,11,16,5,13,9,9,7,14,14,15,5,12,13,16,6,11,18,16,12,13,18,14,15,6,,305,7,11,8,5,18,11,17,17,17,6,9,7,11,13,18,15,8,14,5,8,8,14,16,18,19,6,14,9,19,15,10,14,8,13,13,16,7,8,16,19,12,19.99423077,4.471490889,,,,,,,,,,,
,306,5,6,6,21,11,10,15,9,20,15,9,16,5,17,5,19,21,5,21,13,21,11,15,15,16,5,12,6,5,14,13,19,14,5,7,14,19,17,16,5,,306,13,20,15,7,13,9,17,9,13,19,11,5,11,6,10,12,5,6,16,18,6,6,21,10,10,19,15,16,21,17,9,7,10,15,19,16,10,8,11,14,12,22.90705128,4.786131139,,,,,,,,,,,
,307,10,13,11,19,11,12,21,19,19,21,18,13,17,6,10,10,16,17,5,11,14,10,8,20,21,15,12,19,12,9,13,13,18,16,6,14,14,6,7,21,,307,5,14,12,20,14,14,17,10,17,19,10,17,14,12,20,10,9,19,21,6,21,10,6,18,10,11,9,15,5,15,20,21,8,7,9,12,6,9,8,12,13,24.93333333,4.993328883,,,,,,,,,,,
,308,16,19,6,12,12,17,11,13,14,14,10,6,17,11,15,8,11,13,19,21,15,9,13,6,18,18,17,15,13,5,10,17,15,12,10,10,5,8,6,8,,308,10,6,6,16,11,6,5,13,19,17,17,11,6,14,16,13,19,11,15,19,21,13,13,7,7,8,19,19,20,11,12,14,12,8,8,16,19,13,6,17,13,22.86602564,4.781843331,,,,,,,,,,,
,309,5,6,9,7,12,16,10,18,16,8,7,7,11,20,15,17,13,14,18,18,16,16,5,9,13,7,12,13,14,10,17,17,16,8,9,15,6,5,8,18,,309,12,12,7,15,9,7,13,15,11,11,7,14,8,18,19,13,9,10,18,12,7,7,14,21,16,11,6,16,15,7,21,7,11,14,17,16,9,7,18,19,12,19.48653846,4.414355951,,,,,,,,,,,
,310,6,7,20,7,6,20,7,7,12,7,8,10,17,17,17,21,18,7,19,8,8,12,11,7,16,9,18,15,12,8,21,5,10,20,11,20,21,14,13,17,,310,19,9,11,14,6,21,18,11,9,14,8,18,11,13,16,21,20,10,21,11,6,12,20,19,7,21,8,14,16,12,21,19,12,10,14,8,10,6,16,6,13,25.22820513,5.022768672,,,,,,,,,,,
,311,5,7,6,6,12,11,21,8,8,20,19,14,17,10,21,15,18,5,12,5,20,11,21,14,11,19,9,10,17,21,20,11,12,9,18,14,16,11,15,5,,311,14,6,14,19,11,14,11,21,20,15,5,14,5,17,7,7,19,7,11,15,13,7,12,11,7,19,20,9,8,13,5,15,9,15,18,18,14,12,19,13,13,22.71730769,4.76626769,,,,,,,,,,,
,312,18,17,8,9,10,20,15,7,20,16,9,15,11,9,12,12,21,17,11,7,18,10,8,5,5,20,9,9,21,19,20,10,6,12,20,21,13,10,20,14,,312,19,15,8,20,9,16,17,9,7,10,10,9,9,20,11,11,12,9,12,13,16,15,13,7,8,20,13,12,14,19,8,11,15,17,18,20,15,10,15,8,13,16.87179487,4.107529047,,,,,,,,,,,
,313,21,19,7,13,18,21,19,21,16,10,20,5,13,12,20,6,20,13,18,12,9,12,21,18,9,12,16,19,20,8,21,12,19,12,13,19,14,19,9,13,,313,12,8,19,17,14,9,15,11,20,11,15,14,20,21,6,11,15,18,9,9,7,17,10,10,13,13,5,7,10,17,15,10,15,14,8,16,9,18,17,9,13,18.13076923,4.258024099,,,,,,,,,,,
,314,19,11,19,13,10,5,8,15,18,11,8,8,14,14,5,9,7,18,16,13,7,19,20,5,11,12,21,13,20,12,20,12,9,17,17,13,10,14,21,21,,314,6,16,20,20,7,13,14,12,10,6,11,20,17,16,14,8,7,11,16,10,13,21,11,21,8,5,5,13,9,12,14,16,12,8,14,10,6,11,8,21,12,22.67692308,4.762029302,,,,,,,,,,,
,315,10,19,6,14,6,20,5,12,10,19,7,17,6,7,12,5,11,14,7,20,17,19,13,10,7,18,6,21,12,20,8,8,9,15,5,14,9,15,17,17,,315,16,6,6,16,8,7,6,16,17,6,20,8,6,20,20,8,13,16,7,19,7,15,21,14,8,12,20,9,5,16,10,20,17,7,20,5,5,20,12,10,12,31.41282051,5.604714133,,,,,,,,,,,
,316,13,16,17,7,21,15,21,10,7,20,20,15,5,19,19,14,18,7,7,7,7,16,13,7,15,20,16,15,21,18,13,18,12,10,14,12,5,20,12,7,,316,12,8,21,14,18,9,7,7,18,15,14,20,5,14,18,12,7,21,18,18,11,20,15,14,17,15,12,10,13,10,10,21,5,19,11,20,14,11,13,12,14,21.33269231,4.61873276,,,,,,,,,,,
,317,11,17,20,19,21,20,20,5,17,15,21,12,8,15,12,17,13,17,19,6,7,20,19,19,15,21,10,11,8,17,6,12,18,16,10,5,16,19,17,11,,317,11,6,17,12,14,6,6,11,10,11,20,8,18,17,21,13,7,6,5,11,12,6,11,19,8,21,7,13,9,15,17,11,19,10,12,18,13,19,18,19,13,24.01987179,4.901007222,,,,,,,,,,,
,318,8,20,5,16,14,21,5,18,8,13,5,5,6,12,6,11,6,5,11,15,6,20,9,10,7,9,18,17,20,7,9,6,14,6,18,16,8,20,8,17,,318,18,7,11,8,17,11,7,18,14,19,20,6,11,13,9,14,19,21,7,5,7,8,9,13,15,9,5,11,10,12,6,15,16,16,9,7,8,21,14,21,12,24.40448718,4.940089795,,,,,,,,,,,
,319,15,6,5,10,6,10,12,15,7,12,14,19,19,15,15,20,12,18,8,20,5,12,9,18,12,11,13,20,10,5,13,7,7,14,7,18,16,10,5,16,,319,12,9,13,6,20,17,8,14,20,15,14,11,9,16,10,15,14,20,18,11,7,8,18,5,10,20,10,8,9,12,10,10,14,16,8,12,19,19,5,6,12,20.97179487,4.579497229,,,,,,,,,,,
